ZIP CODE,Year,Year,Quarter,time
91342,14,2014,Q4,"2014, Q4"
91423,53,1953,Q1,"1953, Q1"
90024,15,2015,Q4,"2015, Q4"
91501,14,2014,Q4,"2014, Q4"
90008,14,2014,Q2,"2014, Q2"
91335,15,2015,Q4,"2015, Q4"
90018,9,2009,Q2,"2009, Q2"
91352,14,2014,Q1,"2014, Q1"
91335,19,2019,Q3,"2019, Q3"
91607,10,2010,Q4,"2010, Q4"
91405,19,2019,Q3,"2019, Q3"
90003,15,2015,Q4,"2015, Q4"
91362,19,2019,Q3,"2019, Q3"
90064,84,1984,Q1,"1984, Q1"
91402,16,2016,Q4,"2016, Q4"
90033,15,2015,Q4,"2015, Q4"
90028,87,1987,Q3,"1987, Q3"
91302,17,2017,Q1,"2017, Q1"
90015,15,2015,Q4,"2015, Q4"
90061,22,2022,Q2,"2022, Q2"
91406,9,2009,Q1,"2009, Q1"
91325,15,2015,Q3,"2015, Q3"
91344,13,2013,Q1,"2013, Q1"
90048,70,1970,Q1,"1970, Q1"
91355,17,2017,Q3,"2017, Q3"
91324,91,1991,Q4,"1991, Q4"
90230,20,2020,Q1,"2020, Q1"
90502,22,2022,Q3,"2022, Q3"
91402,14,2014,Q4,"2014, Q4"
90069,22,2022,Q2,"2022, Q2"
90232,22,2022,Q2,"2022, Q2"
91303,7,2007,Q2,"2007, Q2"
90027,4,2004,Q2,"2004, Q2"
91335,86,1986,Q1,"1986, Q1"
91324,93,1993,Q2,"1993, Q2"
90069,11,2011,Q2,"2011, Q2"
90057,16,2016,Q3,"2016, Q3"
91401,22,2022,Q2,"2022, Q2"
91342,94,1994,Q2,"1994, Q2"
90001,13,2013,Q1,"2013, Q1"
90034,22,2022,Q2,"2022, Q2"
91406,14,2014,Q1,"2014, Q1"
90039,22,2022,Q1,"2022, Q1"
90043,20,2020,Q4,"2020, Q4"
90016,14,2014,Q4,"2014, Q4"
90026,9,2009,Q3,"2009, Q3"
90250,22,2022,Q3,"2022, Q3"
91316,22,2022,Q2,"2022, Q2"
91605,92,1992,Q3,"1992, Q3"
91405,22,2022,Q3,"2022, Q3"
91364,99,1999,Q2,"1999, Q2"
90003,19,2019,Q3,"2019, Q3"
90014,85,1985,Q2,"1985, Q2"
90008,22,2022,Q1,"2022, Q1"
93535,6,2006,Q2,"2006, Q2"
90018,3,2003,Q4,"2003, Q4"
90021,15,2015,Q4,"2015, Q4"
90004,19,2019,Q3,"2019, Q3"
90007,19,2019,Q3,"2019, Q3"
91040,22,2022,Q2,"2022, Q2"
90015,6,2006,Q4,"2006, Q4"
91335,15,2015,Q3,"2015, Q3"
90036,20,2020,Q2,"2020, Q2"
91311,15,2015,Q4,"2015, Q4"
90023,22,2022,Q2,"2022, Q2"
90004,22,2022,Q3,"2022, Q3"
90035,15,2015,Q1,"2015, Q1"
90272,12,2012,Q4,"2012, Q4"
90024,86,1986,Q1,"1986, Q1"
91343,16,2016,Q1,"2016, Q1"
91335,4,2004,Q1,"2004, Q1"
90291,13,2013,Q2,"2013, Q2"
90005,22,2022,Q3,"2022, Q3"
91604,22,2022,Q2,"2022, Q2"
91601,2,2002,Q1,"2002, Q1"
91401,15,2015,Q4,"2015, Q4"
90003,1,2001,Q1,"2001, Q1"
90066,6,2006,Q3,"2006, Q3"
91607,5,2005,Q3,"2005, Q3"
91423,22,2022,Q3,"2022, Q3"
90002,13,2013,Q1,"2013, Q1"
90018,22,2022,Q3,"2022, Q3"
91303,94,1994,Q1,"1994, Q1"
91316,19,2019,Q1,"2019, Q1"
91724,15,2015,Q4,"2015, Q4"
90020,18,2018,Q1,"2018, Q1"
90232,14,2014,Q4,"2014, Q4"
91342,13,2013,Q1,"2013, Q1"
90039,70,1970,Q2,"1970, Q2"
91324,3,2003,Q1,"2003, Q1"
90026,14,2014,Q1,"2014, Q1"
90061,22,2022,Q2,"2022, Q2"
90008,18,2018,Q4,"2018, Q4"
90242,15,2015,Q4,"2015, Q4"
90065,17,2017,Q4,"2017, Q4"
90240,6,2006,Q1,"2006, Q1"
90025,18,2018,Q3,"2018, Q3"
90048,5,2005,Q3,"2005, Q3"
91205,15,2015,Q4,"2015, Q4"
90068,15,2015,Q1,"2015, Q1"
90034,8,2008,Q4,"2008, Q4"
90048,19,2019,Q3,"2019, Q3"
90026,19,2019,Q3,"2019, Q3"
90015,14,2014,Q1,"2014, Q1"
90004,15,2015,Q4,"2015, Q4"
90039,13,2013,Q1,"2013, Q1"
91367,91,1991,Q2,"1991, Q2"
90019,14,2014,Q3,"2014, Q3"
90063,15,2015,Q4,"2015, Q4"
90292,16,2016,Q1,"2016, Q1"
90014,15,2015,Q4,"2015, Q4"
90024,19,2019,Q3,"2019, Q3"
91606,11,2011,Q1,"2011, Q1"
91340,14,2014,Q3,"2014, Q3"
90064,14,2014,Q1,"2014, Q1"
91331,10,2010,Q4,"2010, Q4"
90042,6,2006,Q1,"2006, Q1"
90044,19,2019,Q3,"2019, Q3"
91335,11,2011,Q3,"2011, Q3"
91304,15,2015,Q3,"2015, Q3"
90006,15,2015,Q4,"2015, Q4"
91335,22,2022,Q3,"2022, Q3"
91352,16,2016,Q1,"2016, Q1"
90014,15,2015,Q4,"2015, Q4"
90007,17,2017,Q1,"2017, Q1"
91303,3,2003,Q1,"2003, Q1"
90007,16,2016,Q4,"2016, Q4"
90731,15,2015,Q2,"2015, Q2"
91344,13,2013,Q1,"2013, Q1"
91331,94,1994,Q1,"1994, Q1"
91605,18,2018,Q2,"2018, Q2"
90021,22,2022,Q3,"2022, Q3"
91331,22,2022,Q3,"2022, Q3"
90504,9,2009,Q3,"2009, Q3"
90029,19,2019,Q3,"2019, Q3"
90731,3,2003,Q4,"2003, Q4"
90011,94,1994,Q1,"1994, Q1"
90005,11,2011,Q3,"2011, Q3"
91423,16,2016,Q1,"2016, Q1"
91335,22,2022,Q3,"2022, Q3"
91206,17,2017,Q3,"2017, Q3"
90015,19,2019,Q3,"2019, Q3"
90025,19,2019,Q3,"2019, Q3"
91352,16,2016,Q1,"2016, Q1"
91601,17,2017,Q1,"2017, Q1"
90058,6,2006,Q2,"2006, Q2"
91606,19,2019,Q3,"2019, Q3"
90221,19,2019,Q3,"2019, Q3"
90066,6,2006,Q3,"2006, Q3"
90044,22,2022,Q3,"2022, Q3"
90029,22,2022,Q2,"2022, Q2"
90001,16,2016,Q3,"2016, Q3"
91304,15,2015,Q2,"2015, Q2"
91411,15,2015,Q1,"2015, Q1"
91352,22,2022,Q3,"2022, Q3"
90017,7,2007,Q4,"2007, Q4"
90024,8,2008,Q1,"2008, Q1"
90048,3,2003,Q2,"2003, Q2"
90028,21,2021,Q2,"2021, Q2"
90003,19,2019,Q3,"2019, Q3"
91801,18,2018,Q1,"2018, Q1"
90004,19,2019,Q3,"2019, Q3"
90033,15,2015,Q1,"2015, Q1"
91304,22,2022,Q1,"2022, Q1"
90042,14,2014,Q1,"2014, Q1"
91340,19,2019,Q3,"2019, Q3"
90045,19,2019,Q1,"2019, Q1"
90703,11,2011,Q4,"2011, Q4"
90064,6,2006,Q1,"2006, Q1"
91601,19,2019,Q3,"2019, Q3"
91350,21,2021,Q3,"2021, Q3"
91602,11,2011,Q1,"2011, Q1"
90047,19,2019,Q1,"2019, Q1"
90019,21,2021,Q2,"2021, Q2"
90027,16,2016,Q1,"2016, Q1"
90035,94,1994,Q3,"1994, Q3"
91601,19,2019,Q2,"2019, Q2"
91406,85,1985,Q2,"1985, Q2"
91364,15,2015,Q2,"2015, Q2"
90710,22,2022,Q3,"2022, Q3"
90003,14,2014,Q1,"2014, Q1"
91601,18,2018,Q1,"2018, Q1"
90067,95,1995,Q2,"1995, Q2"
90003,14,2014,Q4,"2014, Q4"
90029,90,1990,Q4,"1990, Q4"
90732,14,2014,Q4,"2014, Q4"
91605,12,2012,Q4,"2012, Q4"
90019,10,2010,Q3,"2010, Q3"
91352,12,2012,Q3,"2012, Q3"
90003,16,2016,Q2,"2016, Q2"
90292,3,2003,Q1,"2003, Q1"
90031,15,2015,Q1,"2015, Q1"
90211,13,2013,Q1,"2013, Q1"
91303,7,2007,Q2,"2007, Q2"
91402,19,2019,Q3,"2019, Q3"
90019,15,2015,Q1,"2015, Q1"
90291,5,2005,Q1,"2005, Q1"
91602,11,2011,Q3,"2011, Q3"
90016,22,2022,Q2,"2022, Q2"
90028,7,2007,Q1,"2007, Q1"
91344,22,2022,Q3,"2022, Q3"
91042,18,2018,Q2,"2018, Q2"
90044,16,2016,Q1,"2016, Q1"
91405,19,2019,Q3,"2019, Q3"
91311,6,2006,Q2,"2006, Q2"
90025,10,2010,Q1,"2010, Q1"
90047,16,2016,Q3,"2016, Q3"
90003,16,2016,Q2,"2016, Q2"
90302,14,2014,Q1,"2014, Q1"
90028,94,1994,Q3,"1994, Q3"
90042,22,2022,Q2,"2022, Q2"
90031,21,2021,Q1,"2021, Q1"
90006,12,2012,Q1,"2012, Q1"
90670,18,2018,Q2,"2018, Q2"
90260,15,2015,Q1,"2015, Q1"
91340,15,2015,Q3,"2015, Q3"
90027,14,2014,Q4,"2014, Q4"
90026,12,2012,Q1,"2012, Q1"
91306,22,2022,Q1,"2022, Q1"
90066,22,2022,Q2,"2022, Q2"
90640,22,2022,Q1,"2022, Q1"
90011,22,2022,Q2,"2022, Q2"
91040,22,2022,Q2,"2022, Q2"
90045,3,2003,Q1,"2003, Q1"
90019,14,2014,Q3,"2014, Q3"
90003,15,2015,Q3,"2015, Q3"
91356,22,2022,Q3,"2022, Q3"
91342,19,2019,Q1,"2019, Q1"
90670,5,2005,Q1,"2005, Q1"
91502,11,2011,Q2,"2011, Q2"
90042,14,2014,Q1,"2014, Q1"
91506,19,2019,Q3,"2019, Q3"
90064,18,2018,Q1,"2018, Q1"
90021,16,2016,Q1,"2016, Q1"
91801,58,1958,Q4,"1958, Q4"
90041,19,2019,Q3,"2019, Q3"
90042,19,2019,Q3,"2019, Q3"
90039,13,2013,Q3,"2013, Q3"
90291,2,2002,Q1,"2002, Q1"
91324,19,2019,Q1,"2019, Q1"
90019,91,1991,Q2,"1991, Q2"
91306,10,2010,Q2,"2010, Q2"
91436,22,2022,Q2,"2022, Q2"
91331,22,2022,Q3,"2022, Q3"
90014,21,2021,Q4,"2021, Q4"
91343,14,2014,Q2,"2014, Q2"
90015,15,2015,Q2,"2015, Q2"
90014,2,2002,Q2,"2002, Q2"
91352,20,2020,Q4,"2020, Q4"
90017,82,1982,Q4,"1982, Q4"
90024,13,2013,Q2,"2013, Q2"
91423,95,1995,Q3,"1995, Q3"
91344,22,2022,Q3,"2022, Q3"
90011,17,2017,Q1,"2017, Q1"
91344,6,2006,Q4,"2006, Q4"
90810,19,2019,Q1,"2019, Q1"
91748,22,2022,Q2,"2022, Q2"
91780,22,2022,Q3,"2022, Q3"
91364,17,2017,Q1,"2017, Q1"
90026,15,2015,Q4,"2015, Q4"
90028,20,2020,Q2,"2020, Q2"
90063,16,2016,Q1,"2016, Q1"
91343,19,2019,Q3,"2019, Q3"
90041,16,2016,Q3,"2016, Q3"
91405,22,2022,Q3,"2022, Q3"
90028,2,2002,Q3,"2002, Q3"
90044,12,2012,Q4,"2012, Q4"
91311,90,1990,Q1,"1990, Q1"
90019,22,2022,Q3,"2022, Q3"
90717,22,2022,Q2,"2022, Q2"
90007,97,1997,Q3,"1997, Q3"
90018,22,2022,Q3,"2022, Q3"
91406,7,2007,Q2,"2007, Q2"
91311,12,2012,Q3,"2012, Q3"
91364,92,1992,Q4,"1992, Q4"
90026,15,2015,Q4,"2015, Q4"
91601,10,2010,Q4,"2010, Q4"
90021,22,2022,Q2,"2022, Q2"
90005,19,2019,Q3,"2019, Q3"
90042,19,2019,Q3,"2019, Q3"
91403,19,2019,Q3,"2019, Q3"
91505,19,2019,Q4,"2019, Q4"
90021,12,2012,Q1,"2012, Q1"
90006,10,2010,Q3,"2010, Q3"
90023,8,2008,Q1,"2008, Q1"
91362,15,2015,Q1,"2015, Q1"
90021,19,2019,Q3,"2019, Q3"
90064,7,2007,Q3,"2007, Q3"
91343,10,2010,Q1,"2010, Q1"
91602,6,2006,Q3,"2006, Q3"
90028,86,1986,Q1,"1986, Q1"
90064,22,2022,Q3,"2022, Q3"
91605,12,2012,Q2,"2012, Q2"
91343,14,2014,Q4,"2014, Q4"
91331,17,2017,Q3,"2017, Q3"
91311,19,2019,Q3,"2019, Q3"
90061,16,2016,Q3,"2016, Q3"
90006,21,2021,Q3,"2021, Q3"
91331,13,2013,Q1,"2013, Q1"
91423,4,2004,Q1,"2004, Q1"
93510,2,2002,Q1,"2002, Q1"
91307,20,2020,Q1,"2020, Q1"
91311,22,2022,Q2,"2022, Q2"
91324,17,2017,Q4,"2017, Q4"
91311,12,2012,Q2,"2012, Q2"
91350,22,2022,Q2,"2022, Q2"
91604,15,2015,Q1,"2015, Q1"
90274,22,2022,Q2,"2022, Q2"
90744,15,2015,Q3,"2015, Q3"
90019,18,2018,Q3,"2018, Q3"
90019,13,2013,Q2,"2013, Q2"
90034,15,2015,Q1,"2015, Q1"
90057,16,2016,Q1,"2016, Q1"
90008,21,2021,Q2,"2021, Q2"
91311,2,2002,Q1,"2002, Q1"
90048,8,2008,Q1,"2008, Q1"
91303,15,2015,Q1,"2015, Q1"
90274,70,1970,Q1,"1970, Q1"
91206,22,2022,Q1,"2022, Q1"
90008,19,2019,Q3,"2019, Q3"
90046,12,2012,Q3,"2012, Q3"
90291,17,2017,Q1,"2017, Q1"
91042,19,2019,Q1,"2019, Q1"
91402,12,2012,Q1,"2012, Q1"
90049,22,2022,Q2,"2022, Q2"
90068,12,2012,Q3,"2012, Q3"
91405,17,2017,Q1,"2017, Q1"
91335,21,2021,Q1,"2021, Q1"
91606,22,2022,Q2,"2022, Q2"
91356,94,1994,Q1,"1994, Q1"
90010,16,2016,Q3,"2016, Q3"
90066,3,2003,Q3,"2003, Q3"
90041,6,2006,Q1,"2006, Q1"
91406,13,2013,Q1,"2013, Q1"
90033,21,2021,Q4,"2021, Q4"
90012,15,2015,Q1,"2015, Q1"
90250,22,2022,Q2,"2022, Q2"
91355,19,2019,Q3,"2019, Q3"
91304,14,2014,Q3,"2014, Q3"
91606,14,2014,Q4,"2014, Q4"
90065,79,1979,Q2,"1979, Q2"
90011,22,2022,Q3,"2022, Q3"
91342,17,2017,Q2,"2017, Q2"
91606,97,1997,Q4,"1997, Q4"
91401,15,2015,Q1,"2015, Q1"
90020,10,2010,Q2,"2010, Q2"
91331,13,2013,Q1,"2013, Q1"
90003,14,2014,Q1,"2014, Q1"
91206,16,2016,Q3,"2016, Q3"
90027,17,2017,Q1,"2017, Q1"
93552,14,2014,Q4,"2014, Q4"
90011,15,2015,Q4,"2015, Q4"
91405,17,2017,Q1,"2017, Q1"
90031,22,2022,Q2,"2022, Q2"
90401,20,2020,Q1,"2020, Q1"
91403,7,2007,Q4,"2007, Q4"
90026,15,2015,Q2,"2015, Q2"
90057,16,2016,Q1,"2016, Q1"
90027,15,2015,Q2,"2015, Q2"
90038,14,2014,Q4,"2014, Q4"
90027,22,2022,Q2,"2022, Q2"
90043,19,2019,Q3,"2019, Q3"
90019,6,2006,Q3,"2006, Q3"
90034,68,1968,Q1,"1968, Q1"
91402,10,2010,Q1,"2010, Q1"
91354,14,2014,Q4,"2014, Q4"
90014,16,2016,Q3,"2016, Q3"
91406,22,2022,Q3,"2022, Q3"
90024,15,2015,Q4,"2015, Q4"
90014,13,2013,Q1,"2013, Q1"
90034,19,2019,Q3,"2019, Q3"
91405,88,1988,Q1,"1988, Q1"
90035,19,2019,Q3,"2019, Q3"
90033,22,2022,Q1,"2022, Q1"
91340,15,2015,Q1,"2015, Q1"
91342,15,2015,Q2,"2015, Q2"
90012,13,2013,Q4,"2013, Q4"
90710,22,2022,Q3,"2022, Q3"
93551,22,2022,Q2,"2022, Q2"
90007,19,2019,Q3,"2019, Q3"
90041,16,2016,Q3,"2016, Q3"
91343,18,2018,Q3,"2018, Q3"
91352,22,2022,Q3,"2022, Q3"
90302,21,2021,Q2,"2021, Q2"
90025,14,2014,Q3,"2014, Q3"
90019,22,2022,Q4,"2022, Q4"
91311,8,2008,Q1,"2008, Q1"
91402,19,2019,Q3,"2019, Q3"
90021,75,1975,Q2,"1975, Q2"
90222,9,2009,Q2,"2009, Q2"
90003,15,2015,Q3,"2015, Q3"
90024,7,2007,Q4,"2007, Q4"
91601,17,2017,Q1,"2017, Q1"
91306,22,2022,Q3,"2022, Q3"
91706,22,2022,Q3,"2022, Q3"
90045,13,2013,Q4,"2013, Q4"
91342,17,2017,Q2,"2017, Q2"
91423,16,2016,Q4,"2016, Q4"
91364,9,2009,Q3,"2009, Q3"
90212,15,2015,Q1,"2015, Q1"
90057,14,2014,Q4,"2014, Q4"
90032,22,2022,Q3,"2022, Q3"
91402,22,2022,Q3,"2022, Q3"
90008,11,2011,Q3,"2011, Q3"
90039,16,2016,Q4,"2016, Q4"
91405,10,2010,Q1,"2010, Q1"
91605,21,2021,Q1,"2021, Q1"
91405,15,2015,Q1,"2015, Q1"
91331,19,2019,Q1,"2019, Q1"
90069,19,2019,Q3,"2019, Q3"
90061,19,2019,Q3,"2019, Q3"
91401,11,2011,Q2,"2011, Q2"
91403,13,2013,Q2,"2013, Q2"
91356,22,2022,Q2,"2022, Q2"
90059,19,2019,Q1,"2019, Q1"
90033,19,2019,Q3,"2019, Q3"
91364,19,2019,Q3,"2019, Q3"
90015,22,2022,Q2,"2022, Q2"
90046,16,2016,Q1,"2016, Q1"
90068,16,2016,Q3,"2016, Q3"
91405,17,2017,Q2,"2017, Q2"
90035,16,2016,Q1,"2016, Q1"
91342,16,2016,Q4,"2016, Q4"
91040,87,1987,Q1,"1987, Q1"
90004,7,2007,Q3,"2007, Q3"
90006,10,2010,Q3,"2010, Q3"
91307,15,2015,Q1,"2015, Q1"
90245,9,2009,Q4,"2009, Q4"
90059,16,2016,Q2,"2016, Q2"
90014,16,2016,Q4,"2016, Q4"
91403,19,2019,Q3,"2019, Q3"
91340,95,1995,Q3,"1995, Q3"
91342,21,2021,Q1,"2021, Q1"
91001,0,2000,Q1,"2000, Q1"
91342,3,2003,Q1,"2003, Q1"
91423,22,2022,Q2,"2022, Q2"
90262,19,2019,Q2,"2019, Q2"
91401,89,1989,Q1,"1989, Q1"
91789,19,2019,Q3,"2019, Q3"
91324,91,1991,Q3,"1991, Q3"
91303,3,2003,Q3,"2003, Q3"
90028,20,2020,Q4,"2020, Q4"
90048,10,2010,Q4,"2010, Q4"
90210,72,1972,Q1,"1972, Q1"
90005,10,2010,Q4,"2010, Q4"
90755,16,2016,Q4,"2016, Q4"
90272,76,1976,Q1,"1976, Q1"
91733,15,2015,Q1,"2015, Q1"
90033,20,2020,Q4,"2020, Q4"
90710,1,2001,Q1,"2001, Q1"
90003,16,2016,Q2,"2016, Q2"
90013,0,2000,Q1,"2000, Q1"
91324,21,2021,Q1,"2021, Q1"
91325,7,2007,Q1,"2007, Q1"
90020,19,2019,Q3,"2019, Q3"
90292,7,2007,Q1,"2007, Q1"
90006,21,2021,Q1,"2021, Q1"
91343,18,2018,Q1,"2018, Q1"
91601,21,2021,Q1,"2021, Q1"
90043,21,2021,Q1,"2021, Q1"
91104,22,2022,Q1,"2022, Q1"
91201,17,2017,Q3,"2017, Q3"
90043,16,2016,Q4,"2016, Q4"
90013,96,1996,Q1,"1996, Q1"
90027,21,2021,Q1,"2021, Q1"
90041,7,2007,Q1,"2007, Q1"
90021,82,1982,Q4,"1982, Q4"
90064,14,2014,Q1,"2014, Q1"
91311,89,1989,Q2,"1989, Q2"
90017,98,1998,Q1,"1998, Q1"
90025,21,2021,Q1,"2021, Q1"
90005,22,2022,Q2,"2022, Q2"
91411,19,2019,Q2,"2019, Q2"
91311,18,2018,Q4,"2018, Q4"
90041,3,2003,Q3,"2003, Q3"
90003,14,2014,Q4,"2014, Q4"
90291,14,2014,Q3,"2014, Q3"
90291,18,2018,Q3,"2018, Q3"
90249,21,2021,Q1,"2021, Q1"
90042,16,2016,Q1,"2016, Q1"
91605,17,2017,Q3,"2017, Q3"
90012,19,2019,Q3,"2019, Q3"
90016,86,1986,Q4,"1986, Q4"
90064,19,2019,Q3,"2019, Q3"
90006,15,2015,Q4,"2015, Q4"
90066,12,2012,Q1,"2012, Q1"
91405,13,2013,Q4,"2013, Q4"
90025,22,2022,Q2,"2022, Q2"
91335,98,1998,Q1,"1998, Q1"
90037,20,2020,Q1,"2020, Q1"
90011,22,2022,Q3,"2022, Q3"
90016,3,2003,Q1,"2003, Q1"
90018,19,2019,Q3,"2019, Q3"
90272,14,2014,Q1,"2014, Q1"
90001,14,2014,Q2,"2014, Q2"
91354,21,2021,Q1,"2021, Q1"
90007,17,2017,Q3,"2017, Q3"
90028,14,2014,Q1,"2014, Q1"
90650,15,2015,Q4,"2015, Q4"
90022,21,2021,Q1,"2021, Q1"
90605,15,2015,Q1,"2015, Q1"
90035,17,2017,Q1,"2017, Q1"
90023,16,2016,Q2,"2016, Q2"
91402,11,2011,Q1,"2011, Q1"
90042,15,2015,Q2,"2015, Q2"
93550,7,2007,Q2,"2007, Q2"
90044,15,2015,Q1,"2015, Q1"
90039,15,2015,Q3,"2015, Q3"
91343,19,2019,Q1,"2019, Q1"
91324,16,2016,Q2,"2016, Q2"
91405,0,2000,Q1,"2000, Q1"
91607,77,1977,Q1,"1977, Q1"
90027,20,2020,Q3,"2020, Q3"
90744,18,2018,Q2,"2018, Q2"
90018,22,2022,Q3,"2022, Q3"
91351,7,2007,Q4,"2007, Q4"
91506,12,2012,Q1,"2012, Q1"
91331,21,2021,Q1,"2021, Q1"
90011,14,2014,Q1,"2014, Q1"
90016,22,2022,Q3,"2022, Q3"
90066,18,2018,Q2,"2018, Q2"
90017,20,2020,Q3,"2020, Q3"
91352,7,2007,Q1,"2007, Q1"
90247,4,2004,Q1,"2004, Q1"
90016,19,2019,Q3,"2019, Q3"
91307,19,2019,Q1,"2019, Q1"
90064,16,2016,Q1,"2016, Q1"
91601,66,1966,Q3,"1966, Q3"
90036,22,2022,Q2,"2022, Q2"
91367,5,2005,Q2,"2005, Q2"
91325,20,2020,Q2,"2020, Q2"
90028,17,2017,Q1,"2017, Q1"
91335,17,2017,Q1,"2017, Q1"
90058,13,2013,Q1,"2013, Q1"
91344,15,2015,Q1,"2015, Q1"
90232,22,2022,Q3,"2022, Q3"
91601,89,1989,Q4,"1989, Q4"
90064,13,2013,Q4,"2013, Q4"
90731,20,2020,Q4,"2020, Q4"
90031,13,2013,Q4,"2013, Q4"
90003,21,2021,Q1,"2021, Q1"
91354,1,2001,Q2,"2001, Q2"
91604,13,2013,Q4,"2013, Q4"
90232,20,2020,Q4,"2020, Q4"
90021,60,1960,Q1,"1960, Q1"
90007,16,2016,Q4,"2016, Q4"
90008,13,2013,Q3,"2013, Q3"
90017,14,2014,Q3,"2014, Q3"
90034,15,2015,Q2,"2015, Q2"
90048,10,2010,Q1,"2010, Q1"
91335,16,2016,Q1,"2016, Q1"
91321,16,2016,Q4,"2016, Q4"
91605,16,2016,Q4,"2016, Q4"
90015,98,1998,Q4,"1998, Q4"
91324,19,2019,Q3,"2019, Q3"
91605,7,2007,Q1,"2007, Q1"
90006,16,2016,Q1,"2016, Q1"
90731,19,2019,Q3,"2019, Q3"
91306,8,2008,Q1,"2008, Q1"
90015,19,2019,Q1,"2019, Q1"
90027,17,2017,Q1,"2017, Q1"
90302,4,2004,Q1,"2004, Q1"
91108,18,2018,Q4,"2018, Q4"
91605,20,2020,Q1,"2020, Q1"
91406,0,2000,Q2,"2000, Q2"
91352,17,2017,Q3,"2017, Q3"
90065,16,2016,Q1,"2016, Q1"
91306,21,2021,Q1,"2021, Q1"
90272,20,2020,Q4,"2020, Q4"
91745,22,2022,Q2,"2022, Q2"
90049,15,2015,Q3,"2015, Q3"
90032,12,2012,Q4,"2012, Q4"
91042,9,2009,Q1,"2009, Q1"
91506,5,2005,Q1,"2005, Q1"
90014,94,1994,Q3,"1994, Q3"
91356,14,2014,Q4,"2014, Q4"
90262,21,2021,Q1,"2021, Q1"
90044,9,2009,Q1,"2009, Q1"
90026,19,2019,Q3,"2019, Q3"
91406,18,2018,Q1,"2018, Q1"
91367,22,2022,Q2,"2022, Q2"
91733,18,2018,Q2,"2018, Q2"
90035,20,2020,Q1,"2020, Q1"
90043,16,2016,Q1,"2016, Q1"
90029,20,2020,Q4,"2020, Q4"
90270,22,2022,Q1,"2022, Q1"
90046,17,2017,Q1,"2017, Q1"
90044,4,2004,Q3,"2004, Q3"
90013,11,2011,Q1,"2011, Q1"
91411,19,2019,Q3,"2019, Q3"
90039,21,2021,Q1,"2021, Q1"
90048,22,2022,Q2,"2022, Q2"
91335,20,2020,Q4,"2020, Q4"
91020,20,2020,Q2,"2020, Q2"
91324,15,2015,Q4,"2015, Q4"
91605,15,2015,Q3,"2015, Q3"
90025,93,1993,Q1,"1993, Q1"
90046,13,2013,Q4,"2013, Q4"
90057,20,2020,Q1,"2020, Q1"
90301,15,2015,Q3,"2015, Q3"
90291,21,2021,Q1,"2021, Q1"
90044,20,2020,Q4,"2020, Q4"
91605,16,2016,Q3,"2016, Q3"
90012,20,2020,Q1,"2020, Q1"
90063,21,2021,Q1,"2021, Q1"
90805,22,2022,Q3,"2022, Q3"
91604,20,2020,Q2,"2020, Q2"
90016,19,2019,Q4,"2019, Q4"
90015,6,2006,Q4,"2006, Q4"
90003,18,2018,Q3,"2018, Q3"
91352,19,2019,Q3,"2019, Q3"
90015,20,2020,Q4,"2020, Q4"
90049,14,2014,Q1,"2014, Q1"
91405,16,2016,Q4,"2016, Q4"
90746,91,1991,Q4,"1991, Q4"
90021,13,2013,Q3,"2013, Q3"
91331,22,2022,Q2,"2022, Q2"
90048,19,2019,Q3,"2019, Q3"
91342,12,2012,Q1,"2012, Q1"
90042,99,1999,Q1,"1999, Q1"
91401,14,2014,Q1,"2014, Q1"
90026,18,2018,Q1,"2018, Q1"
90014,19,2019,Q3,"2019, Q3"
91405,21,2021,Q1,"2021, Q1"
91335,22,2022,Q3,"2022, Q3"
90744,4,2004,Q3,"2004, Q3"
90029,8,2008,Q4,"2008, Q4"
90018,19,2019,Q3,"2019, Q3"
91606,20,2020,Q4,"2020, Q4"
91342,21,2021,Q2,"2021, Q2"
90004,19,2019,Q3,"2019, Q3"
90011,19,2019,Q3,"2019, Q3"
90024,20,2020,Q3,"2020, Q3"
90021,3,2003,Q4,"2003, Q4"
90012,22,2022,Q2,"2022, Q2"
90044,22,2022,Q2,"2022, Q2"
91344,6,2006,Q4,"2006, Q4"
91204,88,1988,Q3,"1988, Q3"
91304,2,2002,Q1,"2002, Q1"
90015,21,2021,Q1,"2021, Q1"
90011,21,2021,Q1,"2021, Q1"
93550,21,2021,Q1,"2021, Q1"
91405,14,2014,Q4,"2014, Q4"
91401,14,2014,Q4,"2014, Q4"
91345,14,2014,Q3,"2014, Q3"
90027,7,2007,Q3,"2007, Q3"
90032,21,2021,Q1,"2021, Q1"
90006,15,2015,Q2,"2015, Q2"
90035,6,2006,Q3,"2006, Q3"
91331,15,2015,Q1,"2015, Q1"
90042,20,2020,Q1,"2020, Q1"
90254,21,2021,Q1,"2021, Q1"
90057,17,2017,Q2,"2017, Q2"
90064,15,2015,Q2,"2015, Q2"
90029,17,2017,Q4,"2017, Q4"
91604,22,2022,Q2,"2022, Q2"
91406,20,2020,Q1,"2020, Q1"
90025,19,2019,Q3,"2019, Q3"
91406,18,2018,Q4,"2018, Q4"
90003,15,2015,Q1,"2015, Q1"
90048,76,1976,Q2,"1976, Q2"
90029,20,2020,Q4,"2020, Q4"
90047,21,2021,Q1,"2021, Q1"
90029,0,2000,Q2,"2000, Q2"
90703,8,2008,Q2,"2008, Q2"
